Text,Classificacao
Homem morto tiros após deixar presídio Governador Valadares,Positivo
Homem morto tiros após deixar presídio Governador Valadares,Positivo
Homem morto tiros após deixar presídio Governador Valadares,Positivo
Homem morto tiros após deixar presídio Governador Valadares,Positivo
Homem morto tiros após deixar presídio Governador Valadares,Negativo
Homem morto tiros após deixar presídio Governador Valadares #SomosTodosDilma #Raynniere #BuyRaynniereOnItun…,Negativo
Homem matou exmulher jogou corpo cisterna contou ajuda amigo Gerais Estado Minas,Negativo
Hoy debería haber estado en cualquier otro lugar menos aquí comprando libretas y minas�,Positivo
Hoy he estado en el pueblo y tengo vídeos muy chulos empezamos 5 MG y subo el primero,Negativo
HT Vila NovaMG 2 Palmeiras 3 Partido donde las defensas en el 1er tiempo han estado presentes Palmeiras muy bien nivel ofensivo,Negativo
PAÍS medíocre Odeio ser brasileiro,Negativo
,Negativo
via @folha_com,Positivo
Governo Minas Gerais adquire dois helicópteros Bombeiros PM Defesa Civil,Positivo
via @folha_com,Positivo
@UOL @folha_com @digo;diariodopt @LulaNews_ @rfalcao13 @dilmabr @SakaSakamori ESCROTO PARTIDO,Positivo
Parece q todo mundo q vira governador MG acha dono estado assim três últimos governadores,Negativo
,Positivo
Secretaria Estado Saúde alerta surto malária Diamantina,Positivo
Ações Toyota caem após ameaças Trump fábrica México Estado Minas ações…,Positivo
,Negativo
,Positivo
,Negativo
,Positivo
,Positivo
via @folha_com,Positivo
via @folha_com,Negativo
via @folha_com,Negativo
,Positivo
TUDO ORDEM SALÁRIOS F PÚBLICOS SERVIÇOS DIA JA IMORAL Ñ ESTANDO NADA DIA CRIME,Positivo
,Positivo
,Negativo
via @folha_com,Positivo
,Positivo
Hummmmmmmmm Azul começa venda passagens BH Buenos Aires R 357 trecho Economia Estado Minas,Negativo
Iceberg tamanho Bali prestes soltar Antártica Estado Minas,Positivo
Identificado autor massacre boate Istambul Estado Minas,Positivo
IGPM 1ª prévia janeiro fica 086 ante 020 1ª dezembro diz FGV Estado Minas…,Positivo
Im at @GVShopping in Governador Valadares MG,Negativo
Im at Açaí Mania in Governador Valadares MG MG,Negativo
Im at Açucena in Açucena Estado Minas Gerais,Negativo
Im at Açucena in Açucena Estado Minas Gerais,Negativo
Im at Aeroporto Governador Valadares Coronel Altino Machado Oliveira (GVR) in Governador Valadares MG MG,Negativo
Im at Antonio Dias in Antonio Dias Estado Minas Gerais,Negativo
Im at Araujos in Araujos Estado Minas Gerais,Positivo
Im at Atacaforte in governador Valadares MG,Negativo
Im at Bairro Jardim Perola in Governador Valadares MG w @sytambalejy,Negativo
Im at Bairro Sao Cristovao in Governador Valadares Minas Gerais,Positivo
Im at Bairro José in Governador Valadares Minas Gerais,Positivo
Im at Bairro José in Governador Valadares Minas Gerais,Positivo
Im at Bar Toninho in Governador Valadares Minas Gerais w @tue_nunes07 @lawrenlayne @deborajuliarod2,Negativo
Im at Big Administração in Governador valadares MG w @tue_nunes07 @andreacorreia9 @amandassantosm,Negativo
Im at Big in Governador Valadares Minas Gerais,Negativo
Im at Big in Governador Valadares Minas Gerais,Positivo
Im at Big in Governador Valadares Minas Gerais,Negativo
Im at Big in Governador Valadares Minas Gerais w @andre280580 @tue_nunes07 @brenasunshine @newrandley,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Negativo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Negativo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Negativo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @estilo2d @andreacorreia9 @newrandley,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @estilo2d @newrandley @andreacorreia9,Negativo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @estilo2d @newrandley @andreacorreia9,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @newrandley @brunobarreto010 @combatentemg,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @newrandley @combatentemg @brunobarreto010,Positivo
Im at Big in Governador Valadares Minas Gerais w @tue_nunes07 @newrandley @combatentemg @cleverson0505,Positivo
Im at Bradesco PreCompensa in governador valadares MG,Negativo
Im at Brüder Butiquim in Governador Valadares Minas Gerais,Negativo
Im at Budegga Bar in Governador Valadares Minas Gerais,Negativo
Im at Cana Verde in Cana Verde Estado Minas Gerais,Negativo
Im at Caputira in Caputira Estado Minas Gerais,Positivo
Im at Carvalho Brito in Carvalho Brito Estado Minas Gerais,Positivo
Im at Carvalho Brito in Carvalho Brito Estado Minas Gerais,Negativo
Im at Carvalho Brito in Carvalho Brito Estado Minas Gerais,Positivo
Im at Central Santa Helena in Central Santa Helena Estado Minas Gerais,Positivo
Im at Claudinho Cabeleireiros in Governador Valadares Mg,Negativo
Im at Correa Almeida in Correa Almeida Estado Minas Gerais,Negativo
Im at cute in governador valadares minas gerais w @andre280580 @tue_nunes07 @brenasunshine @newrandley,Positivo
Im at cute in governador valadares minas gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Positivo
Im at cute in governador valadares minas gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Positivo
Im at cute in governador valadares minas gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Negativo
Im at cute in governador valadares minas gerais w @tue_nunes07 @newrandley @amandassantosm @estilo2d,Positivo
Im at Derribadinha in Derribadinha Estado Minas Gerais,Negativo
Im at Doce Lar Feliz in Governador Valadares Minas Gerais w @tue_nunes07 @amandassantosm @estilo2d @newrandley,Negativo
Im at Doce Lar Feliz in Governador Valadares Minas Gerais w @tue_nunes07 @andreacorreia9 @amandassantosm,Positivo
Im at Doce Lar Feliz in Governador Valadares Minas Gerais w @tue_nunes07 @andreacorreia9 @amandassantosm,Positivo
Im at Doce Lar Feliz in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Negativo
Im at Doce Lar Feliz in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Positivo
Im at Doutor Lund in Doutor Lund Estado Minas Gerais,Positivo
Im at Doutor Lund in Doutor Lund Estado Minas Gerais,Positivo
Im at Estação Ferroviária Governador Valadares (EFVM) in Governador Valadares Minas Gerais,Negativo
Im at Estádio Governador Magalhães Pinto (Mineirão) @mineirao in Belo Horizonte MG,Negativo
Im at Estádio Governador Magalhães Pinto (Mineirão) @mineirao in Belo Horizonte MG,Negativo
Im at Estádio Governador Magalhães Pinto (Mineirão) @mineirao in Belo Horizonte MG,Negativo
Im at Estádio Governador Magalhães Pinto (Mineirão) @mineirao in Belo Horizonte MG,Positivo
Im at Estádio Governador Magalhães Pinto (Mineirão) @mineirao in Belo Horizonte MG,Positivo
Im at Federação Indústrias Estado Minas Gerais (FIEMG) @sistemafiemg in Belo Horizonte MG,Negativo
Im at franguinho alex in Governador Valadares MG,Negativo
Im at Giorgio Gastrô in Governador Valadares MG,Negativo
Im at Giorgio Gastrô in Governador Valadares MG w @sytambalejy,Negativo
Im at Giorgio Gastrô in Governador Valadares MG w @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley,Negativo
Im at Giorgio Gastrô in Governador Valadares MG w @tue_nunes07 @combatentemg @cleverson0505 @newrandley,Positivo
Im at Giorgio Gastrô in Governador Valadares MG w @tue_nunes07 @newrandley @perpetuosocor @brenasunshine,Positivo
Im at Giorgio Gastrô in Governador Valadares MG w @tue_nunes07 @newrandley @perpetuosocor @brenasunshine,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG,Positivo
Im at Governador Valadares @prefeituragv in Governador Valadares MG,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG w @moreno_carlinha,Positivo
Im at Governador Valadares @prefeituragv in Governador Valadares MG w @sytambalejy @newrandley @allansobrall,Positivo
Im at Governador Valadares @prefeituragv in Governador Valadares MG w @sytambalejy @newrandley @lawrenlayne,Negativo
Im at Governador Valadares @prefeituragv in Governador Valadares MG w @tue_nunes07 @newrandley @perpetuosocor,Negativo
Im at Ibit Park in Governador Valadares MG,Negativo
Im at Ingai in Ingai Estado Minas Gerais,Positivo
Im at Ingai in Ingai Estado Minas Gerais,Negativo
Im at KiAmor Sorveteria in Governador Valadares MG,Negativo
Im at KiAmor Sorveteria in Governador Valadares MG,Positivo
Im at Lagoa Perola in Governador Valadares Minas Gerais,Negativo
Im at Lagoa Perola in Governador Valadares Minas Gerais,Positivo
Im at Lagoa Perola in Governador Valadares Minas Gerais,Negativo
Im at Lagoa Perola in Governador Valadares Minas Gerais,Positivo
Im at Lucra Cadastros Serviços Ltda in Governador Valadares Minas Gerais w @andre280580 @tue_nunes07,Negativo
Im at Lucra Cadastros Serviços Ltda in Governador Valadares Minas Gerais w @sytambalejy @newrandley,Negativo
Im at Lucra Cadastros Serviços Ltda in Governador Valadares Minas Gerais w @tue_nunes07 @andreacorreia9,Positivo
Im at Lucra Cadastros Serviços Ltda in Governador Valadares Minas Gerais w @tue_nunes07 @combatentemg,Negativo
Im at Lucra Cadastros Serviços Ltda in Governador Valadares Minas Gerais w @tue_nunes07 @newrandley,Negativo
Im at Malta in Governador Valadares MG,Positivo
Im at Maria Eugênia in Governador Valadares MG w @sytambalejy @newrandley @selma_ferraz @fuser_jp @lawrenlayne,Positivo
Im at Mathias Lobato in Mathias Lobato Estado Minas Gerais,Positivo
Im at Meat Please in Governador Valadares MG,Negativo
Im at Mercado Municipal in Governador Valadares Minas Gerais,Positivo
Im at MODA 10 in Governador valadares Minas gerais,Negativo
Im at Nova Esperança in Nova Esperança Estado Minas Gerais,Positivo
Im at Pico Ibituruna in Governador Valadares Minas Gerais,Negativo
Im at Pioneiros Bar in Governador Valadares mg w @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley,Positivo
Im at Pizzaria Porto Bello in Governador Valadares Minas Gerais,Negativo
Im at Pizztop in Governador Valadares Minas Gerais w @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley,Negativo
Im at Pizztop in Governador Valadares Minas Gerais w @tue_nunes07 @newrandley @perpetuosocor @brenasunshine,Positivo
Im at Policia Civil Estado Minas Gerais in Belo Horizonte Minas Gerais w @vniaguimares1 @kristina29082,Negativo
Im at Pompeu in Pompeu Estado Minas Gerais,Negativo
Im at Pompeu in Pompeu Estado Minas Gerais,Negativo
Im at Pompeu in Pompeu Estado Minas Gerais,Positivo
Im at Pompeu in Pompeu Estado Minas Gerais,Negativo
Im at Pompeu in Pompeu Estado Minas Gerais,Negativo
Im at Posto Polícia Militar Bairro Fraternidade in Governador Valadares Minas Gerais w @lawrenlayne,Positivo
Im at Posto Polícia Militar Bairro Fraternidade in Governador Valadares Minas Gerais w @sytambalejy,Positivo
Im at Posto Planalto II in Governador Valadares Minas Gerais,Positivo
Im at Praça Papa (Governador Israel Pinheiro) in Belo Horizonte MG,Positivo
Im at Praça Papa (Governador Israel Pinheiro) in Belo Horizonte MG,Positivo
Im at Praça Papa (Governador Israel Pinheiro) in Belo Horizonte MG,Positivo
Im at Praça Papa (Governador Israel Pinheiro) in Belo Horizonte MG,Positivo
Im at Praça Governador Valadares @_luucas_vieira in Martinho Campos Minas Gerais,Positivo
Im at Recanto Açaí in Governador Valadares MG,Negativo
Im at Rei Davi Petiscaria in Governador Valadares Minas Gerais,Positivo
Im at Rei Davi Petiscaria in Governador Valadares Minas Gerais,Positivo
Im at Rei Davi Petiscaria in Governador Valadares Minas Gerais,Positivo
Im at Rio Maia in Governador Valadares Minas Gerais w @sytambalejy @newrandley @allansobrall @fuser_jp,Negativo
Im at Rio Maia in Governador Valadares Minas Gerais w @sytambalejy @newrandley @selma_ferraz @fuser_jp,Negativo
Im at Rio Maia in Governador Valadares Minas Gerais w @tue_nunes07 @newrandley @perpetuosocor @brenasunshine,Positivo
Im at Salão Samuca in Governador Valadares MG w @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley,Negativo
Im at João delRei in João delRei Estado Minas Gerais,Negativo
Im at João delRei in João delRei Estado Minas Gerais,Positivo
Im at João delRei in João delRei Estado Minas Gerais,Negativo
Im at José Alegre in José Alegre Estado Minas Gerais,Positivo
Im at Luís in Luís Estado Minas Gerais,Positivo
Im at Pedro União in Sao Pedro Uniao Estado Minas Gerais,Negativo
